_id;PropertyID;PropType;taxkey;Address;CondoProject;District;nbhd;Style;Extwall;Stories;Year_Built;Rooms;FinishedSqft;Units;Bdrms;Fbath;Hbath;Lotsize;Sale_date;Sale_price
974;123950;Residential;2070714000;4929 N 27TH ST;;1;1340;Cape Cod;Brick;1;1949;6;1470;1;4;1;1;4800;2023-12-14;132000,00
975;123957;Residential;2070723100;4928 N 28TH ST;;1;1340;Cape Cod;Aluminum/Vinyl;1;1947;4;1141;1;2;1;0;4828;2023-06-15;136000,00
976;124090;Residential;2080151000;5124 N 41ST ST;;1;1440;Cape Cod;Brick;1;1951;4;916;1;2;1;0;5754;2023-01-04;150900,00
977;124100;Residential;2080162000;5056 N 41ST ST;;1;1440;Res O/S 1 Story;Aluminum/Vinyl;1;1928;5;833;1;2;1;0;5480;2023-08-07;70900,00
978;124124;Residential;2080189000;5054 N SHERMAN BL;;1;1440;Ranch;Aluminum/Vinyl;1;1947;5;796;1;3;1;0;6300;2023-05-30;100000,00
979;124156;Residential;2080226000;4001 W FAIRMOUNT AV;;1;1440;Ranch;Aluminum/Vinyl;1;1950;4;680;1;2;1;0;5850;2023-12-28;80000,00
980;124168;Residential;2080240100;4221 W FAIRMOUNT AV;;1;1440;Cape Cod;Aluminum/Vinyl;1;1952;5;1296;1;3;1;0;12099;2023-02-28;120000,00
981;124203;Residential;2080408000;5188 N SHERMAN BL;;1;1440;Ranch;Aluminum/Vinyl;1;1947;6;1119;1;3;1;0;7000;2023-08-15;65000,00
982;124247;Residential;2080535000;4866 N 37TH ST;;1;1440;Milwaukee Bungalow;Aluminum/Vinyl;1;1926;6;1546;1;3;1;0;5400;2023-09-11;102000,00
983;124355;Residential;2080668000;4921 N 37TH ST;;1;1440;Milwaukee Bungalow;Aluminum/Vinyl;1;1928;7;1554;1;4;1;0;3600;2023-03-13;123000,00
984;124379;Residential;2080693000;4918 N 37TH ST;;1;1440;Milwaukee Bungalow;Aluminum/Vinyl;1;1927;7;1513;1;3;1;1;3600;2023-10-16;87000,00
985;124382;Residential;2080696000;4906 N 37TH ST;;1;1440;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1928;7;1335;1;3;2;0;3600;2023-10-09;78000,00
986;124383;Residential;2080697000;4900--A N 37TH ST;;1;1440;Milwaukee Bungalow;Aluminum/Vinyl;1,5;1929;9;1475;1;4;2;0;3600;2023-10-27;179900,00
987;124388;Residential;2080702000;4921 N 36TH ST;;1;1440;Milwaukee Bungalow;Aluminum/Vinyl;1;1927;6;1190;1;3;1;0;3780;2023-10-31;88000,00
988;124401;Residential;2080716000;4972--A N 36TH ST;;1;1440;Duplex N/S;Wood;1,5;1952;7;1195;2;3;2;0;3600;2023-05-05;89900,00
989;124427;Residential;2080812000;5036 N 38TH ST;;1;1440;Res O/S A & 1/2;Aluminum/Vinyl;1,5;1917;8;1338;1;3;2;0;5160;2023-09-12;111000,00
990;124443;Residential;2080828000;5049 N 37TH ST;;1;1440;Dplx Bungalow;Brick;1,5;1925;8;2012;2;3;2;0;5400;2023-08-18;125000,00
991;124451;Residential;2080837000;5048--A N 39TH ST;;1;1440;Dplx Bungalow;Asphalt/Other;1,5;1928;10;1775;2;3;2;0;3690;2023-08-07;95000,00
992;124456;Residential;2080842000;5030 N 39TH ST;;1;1440;Milwaukee Bungalow;Aluminum/Vinyl;1;1929;6;1340;1;3;1;0;3690;2023-04-21;93828,00
993;124470;Residential;2080856000;5043 N 38TH ST;;1;1440;Res O/S A & 1/2;Aluminum/Vinyl;1;1926;7;1334;1;4;2;1;5805;2023-07-20;150000,00
994;124540;Residential;2081034000;4863 N 40TH ST;;1;1440;Colonial;Aluminum/Vinyl;2,0;1939;6;1341;1;3;1;1;4800;2023-01-10;85000,00
995;124556;Residential;2081052000;4830 N 41ST ST;;1;1440;Cape Cod;Brick;1;1940;4;949;1;2;1;0;4800;2023-03-22;98000,00
996;124616;Residential;2081202000;5023 N 42ND ST;;1;1440;Ranch;Brick;1;1953;5;1190;1;3;1;0;7050;2023-01-20;93000,00
997;124652;Lg Apartment;2081333000;4001 W VILLARD AV;;1;6641;AP2 (Conventional Apt with 7-11 Units);Brick;2,0;1928;NULL;6364;8;NULL;0;0;7200;2023-10-23;249000,00
998;124665;Residential;2081402000;4211 W FAIRMOUNT AV;;1;1440;Res O/S A & 1/2;Aluminum/Vinyl;1;1925;5;1240;1;3;2;0;4848;2023-01-12;154000,00
999;124668;Residential;2081405000;4951 N 42ND ST;;1;1440;Cape Cod;Aluminum/Vinyl;1;1955;8;1170;1;5;1;0;4896;2023-04-24;157000,00
1000;124741;Residential;2090046000;5063 N 50TH ST;;1;1150;Ranch;Aluminum/Vinyl;1;1951;4;720;1;2;1;0;5940;2023-05-17;85000,00
1001;124767;Residential;2090074000;4937-4939 N 50TH ST;;1;1150;Duplex N/S;Brick;2,0;1958;10;1947;2;6;2;1;6240;2023-08-22;130000,00
1002;124774;Residential;2090081000;4909-4911 N 50TH ST;;1;1150;Duplex N/S;Brick;1,5;1957;9;1985;2;5;2;0;5940;2023-03-08;135000,00
1003;124793;Residential;2090099100;4826 N 51ST BL;;1;1150;Cape Cod;Aluminum/Vinyl;1;1947;5;994;1;3;1;0;4200;2023-08-15;84000,00
1004;124799;Lg Apartment;2090107000;4918 W HAMPTON AV;;1;6672;AP2 (Conventional Apt with 7-11 Units);Masonary Frame;2,0;1958;NULL;5339;8;NULL;0;0;9350;2023-02-28;560000,00
1005;124803;Residential;2090112000;4900 W HAMPTON AV;;1;1150;Duplex N/S;Brick;2,0;1957;10;2306;2;6;2;0;4860;2023-11-08;204400,00
1006;124846;Residential;2090158000;4910 W FAIRMOUNT AV;;1;1150;Milwaukee Bungalow;Aluminum/Vinyl;1;1925;10;894;1;4;1;1;4692;2023-12-27;70000,00
1007;124848;Residential;2090160000;5015 N 49TH ST;;1;1150;Cape Cod;Aluminum/Vinyl;1;1929;5;859;1;2;1;0;6160;2023-11-01;109000,00
1008;124929;Residential;2090249000;4945 N 48TH ST;;1;1150;Duplex N/S;Aluminum/Vinyl;2,0;1957;10;2228;2;6;2;0;5940;2023-03-09;195000,00
1009;124945;Residential;2090266000;4873 N 48TH ST;;1;1150;Ranch;Brick;1;1956;4;1020;1;2;2;0;8910;2023-06-23;145000,00
1010;125006;Residential;2090332000;5000 N 48TH ST;;1;1150;Ranch;Aluminum/Vinyl;1;1953;8;624;1;4;1;0;5040;2023-09-15;108000,00
1011;125013;Residential;2090338000;5035 N 47TH ST;;1;1150;Cape Cod;Aluminum/Vinyl;1;1950;6;996;1;4;1;0;8976;2023-09-13;77000,00
1012;125033;Residential;2090359000;5110 N 48TH ST;;1;1150;Ranch;Aluminum/Vinyl;1;1955;4;894;1;2;2;0;4658;2023-08-22;150000,00
1013;125043;Residential;2090371100;5167 N 47TH ST;;1;1150;Ranch;Aluminum/Vinyl;1;1951;5;845;1;3;1;0;9225;2023-09-28;70000,00
1014;125065;Residential;2090396000;5044-5046 N 47TH ST;;1;1150;Duplex N/S;Brick;2,0;1959;10;2276;2;6;2;0;5934;2023-08-25;260000,00
1015;125104;Residential;2090537000;4959 N SHERMAN BL;;1;1150;Milwaukee Bungalow;Aluminum/Vinyl;1;1925;6;979;1;3;1;0;6750;2023-10-12;125000,00
1016;125154;Residential;2090716000;4822 N 45TH ST;;1;1150;Triplex;Brick;2,0;1958;10;2552;3;4;3;0;7890;2023-06-29;120000,00
1017;125174;Residential;2090751000;4820 N 44TH ST;;1;1150;Cape Cod;Aluminum/Vinyl;1,5;1953;5;1482;1;3;2;0;7200;2023-10-05;145000,00
1018;125179;Residential;2090763000;4829 N SHERMAN BL;;1;1150;Cape Cod;Wood;1;1953;5;1033;1;3;1;0;4375;2023-09-26;70000,00
1019;125182;Residential;2090767000;4845 N SHERMAN BL;;1;1150;Ranch;Aluminum/Vinyl;1;1953;4;724;1;2;2;0;3750;2023-10-13;73000,00
1020;125218;Residential;2091212000;5053-5055 N 46TH ST;;1;1150;Duplex N/S;Aluminum/Vinyl;2,0;1953;8;1536;2;4;2;0;6708;2023-11-13;124000,00
1021;125230;Residential;2091224100;5027-5029 N 47TH ST;;1;1150;Duplex N/S;Aluminum/Vinyl;2,0;1953;10;1824;2;6;2;0;6644;2023-09-22;160000,00
1022;125253;Residential;2091605000;4827 N 47TH ST;;1;1150;Cape Cod;Aluminum/Vinyl;1;1950;5;1045;1;3;1;0;4800;2023-06-16;159900,00
1023;125256;Residential;2091701000;4977 N 46TH ST;;1;1150;Duplex N/S;Aluminum/Vinyl;2,0;1965;10;2028;2;6;2;0;6120;2023-07-14;160000,00
1024;125339;Residential;2100018100;5110 N 60TH ST;;1;1140;Res O/S A & 1/2;Aluminum/Vinyl;1;1932;7;1196;1;3;1;1;6240;2023-12-18;99900,00
1025;125345;Residential;2100023100;5062--A N 60TH ST;;1;1140;Duplex N/S;Aluminum/Vinyl;1,5;1964;45;2067;2;25;2;1;4800;2023-05-30;138000,00
1026;125353;Residential;2100031100;5010 N 60TH ST;;1;1140;Cape Cod;Aluminum/Vinyl;1;1953;6;1204;1;4;1;0;5280;2023-04-14;165000,00
1027;125388;Residential;2100069000;4901 N 58TH ST;;1;1140;Milwaukee Bungalow;Aluminum/Vinyl;1;1926;6;1068;1;4;1;2;6160;2023-03-06;150000,00
1028;125403;Residential;2100083000;5009 N 58TH ST;;1;1140;Cottage;Aluminum/Vinyl;1;1928;4;750;1;2;1;0;6160;2023-06-26;38000,00
1029;125441;Residential;2100121000;5054 N 58TH ST;;1;1140;Cape Cod;Aluminum/Vinyl;1;1955;6;1121;1;4;1;0;5600;2023-10-24;89900,00
1030;125455;Residential;2100136000;4934 N 58TH ST;;1;1140;Cape Cod;Brick;1,5;1942;20;2206;2;10;3;0;8540;2023-01-25;150000,00
1031;125481;Residential;2100161000;4863 N 57TH ST;;1;1140;Colonial;Aluminum/Vinyl;2,0;1952;6;1248;1;2;2;0;8400;2023-03-03;179000,00
1032;125482;Residential;2100162000;4869 N 57TH ST;;1;1140;Res O/S A & 1/2;Aluminum/Vinyl;1;1929;6;924;1;3;1;0;6160;2023-01-27;117000,00
1033;125486;Residential;2100166000;4903 N 57TH ST;;1;1140;Ranch;Aluminum/Vinyl;1;1952;4;812;1;2;1;0;6160;2023-04-24;124000,00
1034;125490;Residential;2100170000;4929 N 57TH ST;;1;1140;Res O/S 1 Story;Aluminum/Vinyl;1;1927;3;676;1;1;1;0;6160;2023-08-30;90000,00
1035;125505;Residential;2100187200;5077 N 57TH ST;;1;1140;Ranch;Stone;1;1938;5;1116;1;2;2;0;11900;2023-08-25;128000,00
1036;125519;Lg Apartment;2100199200;5175 N 57TH ST;;1;6672;AP1 (Conventional Apt with 4-6 Units);Brick;2,0;1968;NULL;4290;4;NULL;0;0;9360;2023-10-13;415000,00
1037;125536;Residential;2100217000;5014 N 57TH ST;;1;1140;Cape Cod;Aluminum/Vinyl;1;1954;10;1076;1;6;1;0;6160;2023-09-22;145000,00
1038;125592;Residential;2100276000;5005 N 56TH ST;;1;1140;Res O/S 1 Story;Aluminum/Vinyl;1;1927;5;750;1;2;1;0;7980;2023-05-18;64000,00
1039;125612;Residential;2100298000;5176 N 56TH ST;;1;1140;Duplex N/S;Aluminum/Vinyl;1,5;1961;8;2351;2;4;2;1;6240;2023-08-30;72900,00
1040;125623;Residential;2100309000;5100 N 56TH ST;;1;1140;Cape Cod;Aluminum/Vinyl;1;1952;6;1104;1;4;2;0;6160;2023-01-30;132000,00
1041;125675;Residential;2100363000;4869 N 55TH ST;;1;1140;Ranch;Aluminum/Vinyl;1;1954;5;944;1;3;2;0;5740;2023-05-11;80000,00
1042;125675;Residential;2100363000;4869 N 55TH ST;;1;1140;Ranch;Aluminum/Vinyl;1;1954;5;944;1;3;2;0;5740;2023-08-18;195000,00
1043;125689;Residential;2100377000;4979 N 55TH ST;;1;1140;Milwaukee Bungalow;Aluminum/Vinyl;1;1923;8;1315;1;4;1;1;9520;2023-09-08;95000,00
1044;125689;Residential;2100377000;4979 N 55TH ST;;1;1140;Milwaukee Bungalow;Aluminum/Vinyl;1;1923;8;1315;1;4;1;1;9520;2023-11-30;150000,00
1045;125750;Residential;2100443000;4815 N 54TH ST;;1;1140;Ranch;Wood;1;1954;5;1088;1;3;1;0;7840;2023-06-07;175900,00
1046;125910;Residential;2100808000;5073 N 51ST BL;;1;1140;Cape Cod;Aluminum/Vinyl;1;1951;6;968;1;4;1;0;5040;2023-11-14;123000,00
1047;125913;Residential;2100811000;5059 N 51ST BL;;1;1140;Cape Cod;Aluminum/Vinyl;1;1951;6;1016;1;4;1;0;5040;2023-11-21;87000,00
1048;125917;Residential;2100815000;5037 N 51ST BL;;1;1140;Cape Cod;Aluminum/Vinyl;1;1950;5;998;1;3;1;0;5040;2023-02-24;132500,00
1049;125946;Residential;2101015000;4906 N 53RD ST;;1;1140;Res O/S A & 1/2;Aluminum/Vinyl;1;1915;4;810;1;2;1;0;4880;2023-05-26;109000,00
1050;125973;Residential;2101218000;4843 N 51ST BL;;1;1140;Ranch;Wood;1;1955;5;1084;1;3;1;0;6550;2023-02-09;175000,00
1051;125994;Residential;2101239000;4821 N 52ND ST;;1;1140;Ranch;Aluminum/Vinyl;1;1938;4;725;1;2;1;0;6600;2023-04-14;125900,00
1052;126013;Residential;2101310000;5132 N 57TH ST;;1;1140;Cape Cod;Aluminum/Vinyl;1;1952;6;990;1;4;3;0;5940;2023-06-23;206000,00
1053;126133;Residential;2110091000;5135 N 62ND ST;;2;1140;Cape Cod;Aluminum/Vinyl;1;1952;6;1195;1;4;1;1;9240;2023-07-31;75000,00
1054;126133;Residential;2110091000;5135 N 62ND ST;;2;1140;Cape Cod;Aluminum/Vinyl;1;1952;6;1195;1;4;1;1;9240;2023-10-11;159000,00
1055;126141;Residential;2110099000;6217 W VILLARD AV;;2;1140;Milwaukee Bungalow;Aluminum/Vinyl;1;1928;14;1279;1;8;1;0;6180;2023-01-13;138000,00
1056;126146;Residential;2110105000;5178 N 62ND ST;;2;1140;Duplex N/S;Wood;2,0;1957;8;1899;2;4;2;0;6160;2023-08-10;163000,00
1057;126165;Residential;2110122200;5020 N 62ND ST;;2;1140;Ranch;Block;1;1949;6;1119;1;3;1;1;12320;2023-04-24;180500,00
1058;126298;Residential;2110360000;5153 N 66TH ST;;2;1380;Cape Cod;Brick;1;1953;7;1523;1;4;2;0;6240;2023-09-12;195000,00
1059;126338;Residential;2110400000;5162 N 65TH ST;;2;1380;Ranch;Stone;1;1954;5;1086;1;3;1;0;5040;2023-05-23;170000,00
1060;126374;Residential;2110436000;5006 N 65TH ST;;2;1380;Ranch;Brick;1;1957;4;1064;1;2;1;0;4920;2023-06-23;170000,00
1061;126378;Residential;2110440000;4944 N 65TH ST;;2;1380;Ranch;Brick;1;1954;5;1142;1;3;1;1;4920;2023-03-03;156000,00
1062;126397;Residential;2110459000;5001 N 64TH ST;;2;1380;Cape Cod;Brick;1;1952;4;829;1;2;1;0;4920;2023-09-14;110000,00
1063;126410;Residential;2110472000;5052-5054 N 66TH ST;;2;1380;Duplex N/S;Brick;1;1958;12;2800;2;6;2;1;9840;2023-11-21;199200,00
1064;126430;Residential;2110492000;4907 N 65TH ST;;2;1380;Ranch;Stone;1;1955;5;1120;1;3;1;1;4800;2023-09-08;160000,00
1065;126481;Residential;2110544000;4957 N 66TH ST;;2;1380;Ranch;Brick;1;1961;4;891;1;2;1;0;4920;2023-07-19;138000,00
1066;126489;Residential;2110552000;5047 N 66TH ST;;2;1380;Ranch;Brick;1;1961;5;1200;1;3;1;1;4920;2023-12-12;180000,00
1067;126560;Residential;2110624000;4860 N 67TH ST;;2;1380;Ranch;Brick;1;1953;5;1173;1;3;1;1;4800;2023-03-14;210000,00
1068;126626;Residential;2110694000;4838 N 65TH ST;;2;1380;Tudor;Brick;1,5;1936;5;1346;1;2;1;1;4920;2023-02-21;140000,00
1069;126717;Residential;2110868000;4894 N 62ND ST;;2;1140;Cape Cod;Aluminum/Vinyl;1;1952;5;1300;1;3;2;0;6480;2023-05-26;221000,00
1070;126733;Residential;2110884000;4895 N 62ND ST;;2;1140;Ranch;Aluminum/Vinyl;1;1953;5;972;1;3;1;0;5760;2023-04-06;167000,00
1071;126739;Residential;2110890000;4849-4851 N 62ND ST;;2;1140;Duplex N/S;Brick;2,0;1952;8;2084;2;4;2;0;4800;2023-08-10;185000,00
1072;126783;Residential;2111043000;4843 N 63RD ST;;2;1140;Ranch;Aluminum/Vinyl;1;1954;5;972;1;3;1;0;11605;2023-03-01;179800,00
1073;126880;Residential;2120115000;7101 W VILLARD AV;;2;1380;Ranch;Aluminum/Vinyl;1;1954;5;960;1;3;1;0;6000;2023-04-26;162000,00
1074;126888;Residential;2120123000;5127 N 71ST ST;;2;1380;Cape Cod;Aluminum/Vinyl;1,5;1958;6;1470;1;4;2;0;4800;2023-06-05;175000,00
1075;126902;Residential;2120138000;7003 W VILLARD AV;;2;1380;Duplex N/S;Brick;2,0;1956;8;2466;2;4;3;0;6000;2023-08-28;150000,00
1076;126938;Residential;2120174000;5165 N 69TH ST;;2;1380;Ranch;Masonry/Frame;1;1955;6;994;1;3;1;0;5040;2023-08-02;194000,00
1077;126981;Residential;2120217000;5114 N 69TH ST;;2;1380;Ranch;Brick;1;1958;5;1212;1;2;1;0;5280;2023-02-27;105500,00
1078;126989;Residential;2120225000;5158 N 69TH ST;;2;1380;Cape Cod;Aluminum/Vinyl;1;1957;5;1113;1;3;1;0;5040;2023-03-10;170000,00
1079;127054;Residential;2120427000;4931 N 73RD ST;;2;1480;Colonial;Brick;2,0;1941;6;1534;1;3;1;1;8100;2023-08-14;195000,00
1080;127064;Residential;2120437000;4954 N 74TH ST;;2;1480;Ranch;Brick;1;1943;5;1042;1;2;1;0;8100;2023-08-07;90000,00
1081;127102;Residential;2120475100;5014 N 74TH ST;;2;1480;Cape Cod;Brick;1;1941;6;1749;1;3;1;0;8700;2023-06-29;137000,00
1082;127102;Residential;2120475100;5014 N 74TH ST;;2;1480;Cape Cod;Brick;1;1941;6;1749;1;3;1;0;8700;2023-09-14;210000,00
1083;127104;Residential;2120477100;5036 N 74TH ST;;2;1480;Cape Cod;Aluminum/Vinyl;1;1941;5;1039;1;3;1;0;7290;2023-04-26;150000,00
1084;127109;Residential;2120482110;5021 N 74TH ST;;2;1480;Cape Cod;Aluminum/Vinyl;1,5;1941;6;971;1;3;1;0;9360;2023-12-18;108900,00
1085;127116;Residential;2120488110;5034 N 76TH ST;;2;1480;Ranch;Brick;1;1954;4;1008;1;2;1;1;8268;2023-08-14;138000,00
1086;127120;Residential;2120603000;7202 W MEDFORD AV;;2;1480;Duplex N/S;Masonry/Frame;1;1953;7;1673;2;3;1;1;4800;2023-05-24;155000,00
1087;127123;Residential;2120606000;7218 W MEDFORD AV;;2;1480;Ranch;Aluminum/Vinyl;1;1953;5;986;1;3;1;0;4800;2023-09-11;182000,00
1088;127214;Residential;2120695100;4843 N 70TH ST;;2;1480;Ranch;Brick;1;1965;5;1304;1;3;1;1;5320;2023-08-10;221000,00
1089;127273;Residential;2120754000;4966 N 72ND ST;;2;1480;Cape Cod;Aluminum/Vinyl;1;1939;5;972;1;3;1;0;8208;2023-05-16;125000,00
1090;127293;Residential;2120818000;4826 N 73RD ST;;2;1480;Cape Cod;Brick;1;1938;6;1400;1;3;1;0;5400;2023-11-17;115000,00
1091;127348;Residential;2120874000;4862 N 76TH ST;;2;1480;Ranch;Brick;1;1953;5;1192;1;3;1;0;7300;2023-04-21;125000,00
1092;127367;Residential;2130003000;4911 N 76TH ST;;2;1400;Ranch;Aluminum/Vinyl;1;1956;4;1236;1;2;2;0;7100;2023-02-02;202000,00
1093;127384;Residential;2130020000;4912 N 78TH ST;;2;1400;Ranch;Aluminum/Vinyl;1;1956;5;936;1;3;1;0;5500;2023-10-11;160000,00
1094;127431;Residential;2130138000;7723-7725 W VILLARD AV;;2;1400;Duplex N/S;Aluminum/Vinyl;2,0;1955;10;1904;2;6;2;0;6120;2023-08-23;195000,00
1095;127465;Residential;2130172000;5128 N 81ST ST;;2;1400;Cape Cod;Aluminum/Vinyl;1;1955;6;1375;1;3;1;1;6468;2023-02-03;180000,00
1096;127482;Residential;2130189000;8109-8111 W VILLARD AV;;2;1400;Duplex N/S;Aluminum/Vinyl;2,0;1955;10;1926;2;6;2;0;6000;2023-06-22;189000,00
1097;127493;Residential;2130200000;8216 W EGGERT PL;;2;1400;Ranch;Asphalt/Other;1;1955;5;963;1;3;1;1;6000;2023-01-09;180000,00
1098;127506;Residential;2130213000;8139 W EGGERT PL;;2;1400;Ranch;Aluminum/Vinyl;1;1955;5;936;1;3;1;0;5500;2023-11-20;98500,00
1099;127528;Residential;2130235000;5151 N 83RD ST;;2;1400;Ranch;Asphalt/Other;1;1956;5;963;1;3;1;1;6360;2023-12-19;122900,00
1100;127550;Residential;2130257000;5016-5018 N 84TH ST;;2;1400;Duplex N/S;Aluminum/Vinyl;2,0;1956;10;2040;2;6;2;0;5940;2023-06-22;225000,00
1101;127606;Residential;2130313000;8132 W KATHRYN AV;;2;1400;Ranch;Wood;1;1955;5;1008;1;3;2;0;6192;2023-12-21;108000,00
1102;127609;Residential;2130316000;8154 W KATHRYN AV;;2;1400;Cape Cod;Aluminum/Vinyl;1;1955;4;1176;1;2;2;0;6164;2023-06-15;200000,00
1103;127612;Residential;2130319000;8200 W FAIRMOUNT AV;;2;1400;Cape Cod;Aluminum/Vinyl;1;1955;6;1084;1;4;1;1;8023;2023-11-07;126000,00
1104;127621;Residential;2130328000;5052 N 83RD ST;;2;1400;Ranch;Aluminum/Vinyl;1;1955;5;950;1;3;1;0;6480;2023-05-17;167800,00
1105;127627;Residential;2130334000;7812 W HERBERT AV;;2;1400;Ranch;Asphalt/Other;1;1955;5;950;1;3;1;0;7597;2023-02-24;140000,00
1106;127632;Residential;2130339000;7854 W HERBERT AV;;2;1400;Ranch;Aluminum/Vinyl;1;1955;5;950;1;3;1;1;5500;2023-10-11;205900,00
1107;127637;Residential;2130344000;7928 W HERBERT AV;;2;1400;Ranch;Aluminum/Vinyl;1;1955;5;950;1;3;1;1;5500;2023-10-06;170000,00
1108;127638;Residential;2130345000;7950 W GERTRUDE DR;;2;1400;Ranch;Aluminum/Vinyl;1;1955;5;950;1;3;2;0;5500;2023-09-22;122500,00
1109;127719;Residential;2130426000;7627 W GRANTOSA DR;;2;1400;Ranch;Asphalt/Other;1;1955;5;950;1;3;1;0;10368;2023-08-30;200000,00
1110;127736;Residential;2130443000;7639 W PALMETTO AV;;2;1400;Ranch;Aluminum/Vinyl;1;1955;5;936;1;3;1;0;6592;2023-02-15;105000,00
1111;127736;Residential;2130443000;7639 W PALMETTO AV;;2;1400;Ranch;Aluminum/Vinyl;1;1955;5;936;1;3;1;0;6592;2023-06-05;192000,00
1112;127810;Residential;2130517000;8128 W HERBERT AV;;2;1400;Ranch;Aluminum/Vinyl;1;1955;5;936;1;3;2;0;5550;2023-02-08;185000,00
1113;127813;Residential;2130520000;8150 W HERBERT AV;;2;1400;Ranch;Aluminum/Vinyl;1;1955;4;756;1;2;1;0;5800;2023-12-18;79900,00
1114;127856;Residential;2130618000;8314 W HERBERT AV;;2;1400;Ranch;Asphalt/Other;1;1956;10;916;1;6;1;0;5610;2023-12-14;115000,00
1115;127858;Residential;2130620000;4960 N 84TH ST;;2;1400;Ranch;Aluminum/Vinyl;1;1956;5;916;1;3;1;0;5610;2023-07-06;123200,00
1116;127884;Residential;2130722000;8100 W HAMPTON AV;;2;1400;Duplex N/S;Aluminum/Vinyl;2,0;1957;10;1984;2;6;2;0;5880;2023-04-27;195000,00
1117;127924;Residential;2130771000;8236-8238 W GRANTOSA DR;;2;1400;Duplex N/S;Aluminum/Vinyl;2,0;1957;10;2050;2;6;2;0;7615;2023-03-13;236000,00
1118;127941;Residential;2130788000;7888 W PALMETTO AV;;2;1400;Cape Cod;Masonry/Frame;1,5;1956;8;1559;1;5;2;1;6600;2023-01-27;150000,00
1119;127948;Residential;2130795000;8037 W GRANTOSA DR;;2;1400;Ranch;Brick;1;1956;5;953;1;3;1;1;6600;2023-01-11;139900,00
1120;127987;Residential;2140026100;8630 W LANCASTER AV;;2;1400;Cape Cod;Aluminum/Vinyl;1,5;1941;5;908;1;3;2;0;22990;2023-06-06;208000,00
1121;128007;Residential;2140112000;8519 W APPLETON AV;;5;1400;Ranch;Aluminum/Vinyl;1;1951;4;877;1;2;1;0;4800;2023-01-11;125000,00
1122;128009;Residential;2140114000;8529 W APPLETON AV;;5;1400;Duplex N/S;Aluminum/Vinyl;1,5;1965;9;2257;2;5;2;1;4800;2023-04-28;217000,00
1123;128044;Residential;2140150000;8647-8649 W APPLETON AV;;5;1400;Duplex N/S;Brick;2,0;1966;10;2672;2;6;2;2;5040;2023-04-13;245000,00
1124;128045;Residential;2140151000;8701-8703 W APPLETON AV;;5;1400;Duplex N/S;Brick;2,0;1966;10;2672;2;6;2;2;5040;2023-03-29;245000,00
1125;128071;Residential;2140176000;4935 N 88TH ST;;5;1400;Ranch;Aluminum/Vinyl;1;1963;5;1149;1;3;3;0;4800;2023-08-16;200000,00
1126;128093;Residential;2140197000;8703 W POTOMAC AV;;5;1400;Ranch;Brick;1;1968;7;1421;1;3;1;1;6660;2023-12-21;165000,00
1127;128108;Residential;2140212100;4821 N 88TH ST;;5;1400;Ranch;Aluminum/Vinyl;1;1970;5;1144;1;3;1;1;4800;2023-01-27;170000,00
1128;128115;Residential;2140219100;4830 N 89TH ST;;5;1400;Ranch;Aluminum/Vinyl;1;1964;5;1108;1;3;1;1;4800;2023-06-15;218000,00
1129;128133;Residential;2140236000;8718-8720 W HAMPTON AV;;5;1400;Duplex N/S;Asphalt/Other;2,0;1961;10;1996;2;6;2;0;5160;2023-04-13;143000,00
1130;128149;Residential;2140251100;4855 N 86TH ST;;5;1400;Ranch;Aluminum/Vinyl;1;1964;5;1061;1;3;1;1;7800;2023-08-02;185000,00
1131;128201;Residential;2140326000;4834 N 91ST ST;;5;1400;Duplex N/S;Aluminum/Vinyl;1,5;1955;8;2415;2;4;2;0;9800;2023-09-28;210000,00
1132;128207;Residential;2140333000;9012 W HAMPTON AV;;5;1400;Tudor;Brick;1,5;1929;7;2042;1;4;2;0;5160;2023-08-25;220000,00
1133;128216;Residential;2140342000;4853 N 90TH ST;;5;1400;Cape Cod;Aluminum/Vinyl;1;1955;7;1413;1;3;1;0;5600;2023-11-09;150000,00
1134;128234;Residential;2140360000;4935 N 90TH ST;;5;1400;Cape Cod;Brick;1;1941;6;1170;1;4;1;0;8820;2023-10-06;204900,00
1135;128242;Lg Apartment;2140602100;5117 N 84TH ST;;2;6674;AP1 (Conventional Apt with 4-6 Units);Brick;2,0;1958;NULL;3468;4;NULL;0;0;10343;2023-03-10;310000,00
1136;128243;Lg Apartment;2140603100;5129 N 84TH ST;;2;6674;AP1 (Conventional Apt with 4-6 Units);Brick;2,0;1958;NULL;3468;4;NULL;0;0;10746;2023-02-27;295000,00
1137;128282;Residential;2140815000;5041 N 85TH ST;;2;1400;Ranch;Aluminum/Vinyl;1;1964;6;1197;1;3;1;1;8250;2023-06-09;230000,00
1138;128286;Residential;2140819000;5015 N 85TH ST;;2;1400;Ranch;Aluminum/Vinyl;1;1964;6;1040;1;3;2;0;8250;2023-05-15;219000,00
1139;128294;Residential;2140827000;4947 N 85TH ST;;2;1400;Ranch;Aluminum/Vinyl;1;1964;6;1216;1;3;1;1;8250;2023-10-23;230000,00
1140;128304;Residential;2141111000;8652 W LANCASTER AV;;2;1400;Milwaukee Bungalow;Aluminum/Vinyl;1;1932;6;1170;1;3;1;0;9295;2023-08-03;110000,00
